open_time,close_time,direction,entry,exit,lots,pnl,reason,had_partial,balance_after
2023-09-11 15:00:00,2023-09-11 16:00:00,SELL,25042.86,25178.680454098958,0.71,-108.80782241025965,SL,False,9663.563678283279
2023-09-11 16:15:00,2023-09-11 17:45:00,SELL,25188.78,25183.78,0.61,38.69402131147541,SL,True,9702.257699594755
2023-10-29 16:00:00,2023-10-29 17:30:00,BUY,34407.8,34582.342181626416,0.83,128.48903556020204,TP,True,9830.746735154957
2023-10-29 17:45:00,2023-10-29 18:30:00,BUY,34558.77,34737.11452579595,0.82,126.73695557634106,TP,True,9957.483690731298
2023-10-29 19:00:00,2023-10-29 21:45:00,BUY,34591.65,34459.30493245063,0.75,-108.5663006620299,SL,False,9848.917390069268
2023-10-30 10:00:00,2023-10-30 12:15:00,BUY,34457.69,34696.747684717826,0.61,114.06120521334498,TP,True,9962.978595282611
2023-10-30 14:00:00,2023-10-30 14:15:00,BUY,34788.92,34610.34738653641,0.55,-104.60593740497536,SL,False,9858.372657877637
2023-10-30 14:30:00,2023-10-30 16:15:00,BUY,34545.92,34550.92,0.55,37.262989090909095,SL,True,9895.635646968547
2023-10-30 16:30:00,2023-10-30 17:00:00,BUY,34383.44,34194.079940431904,0.52,-103.73483097541109,SL,False,9791.900815993136
2023-11-01 09:00:00,2023-11-01 12:45:00,BUY,34442.09,34447.09,0.71,48.53796901408451,SL,True,9840.438785007222
2023-11-01 14:00:00,2023-11-01 14:45:00,BUY,34592.26,34440.63213385054,0.64,-103.96023433565777,SL,False,9736.478550671563
2023-11-05 13:00:00,2023-11-05 13:45:00,BUY,35092.29,34957.588072938255,0.72,-103.24218748445688,SL,False,9633.236363187107
2023-11-05 19:00:00,2023-11-05 21:15:00,BUY,35108.47,34949.4036975321,0.6,-102.96978148074093,SL,False,9530.266581706366
2023-11-08 18:00:00,2023-11-08 19:00:00,BUY,35413.1,35666.44616262567,0.56,108.3841255351872,TP,True,9638.650707241553
2023-11-09 11:00:00,2023-11-09 13:45:00,BUY,36658.01,37052.50552716315,0.36,95.99769488936663,TP,True,9734.64840213092
2023-11-09 14:00:00,2023-11-09 15:15:00,BUY,37549.35,37554.35,0.38,28.22165,SL,True,9762.870052130922
2023-11-09 15:30:00,2023-11-09 15:45:00,BUY,37359.36,37064.55896308298,0.33,-101.2542421826174,SL,False,9661.615809948305
2023-11-09 16:00:00,2023-11-09 16:30:00,BUY,36531.66,36222.29189429134,0.31,-96.67601276968618,SL,False,9564.939797178618
2023-11-09 16:45:00,2023-11-09 17:00:00,BUY,36304.79,36309.79,0.3,20.39925,SL,True,9585.339047178619
2023-11-10 12:00:00,2023-11-10 14:00:00,BUY,36862.79,36867.79,0.31,20.350877419354838,SL,True,9605.689924597973
2023-11-10 14:15:00,2023-11-10 15:30:00,BUY,36980.43,36985.43,0.3,20.70525,SL,True,9626.395174597974
2023-11-10 15:45:00,2023-11-10 16:00:00,BUY,37055.64,37060.64,0.3,20.766000000000002,SL,True,9647.161174597974
2023-11-10 16:15:00,2023-11-10 20:00:00,BUY,37407.62,37094.88242087488,0.3,-97.55027373753755,SL,False,9549.610900860436
2023-11-11 15:00:00,2023-11-11 20:30:00,BUY,37156.61,36973.51125036636,0.52,-101.05094980949195,SL,False,9448.559951050944
2023-11-12 15:00:00,2023-11-12 23:15:00,BUY,37056.27,36913.14252891731,0.66,-99.44053091457128,SL,False,9349.119420136372
2023-11-20 12:00:00,2023-11-20 14:00:00,BUY,37131.07,36948.69394393338,0.51,-100.50368859397602,SL,False,9248.615731542397
2023-11-20 16:00:00,2023-11-20 17:00:00,BUY,37421.35,37177.06686986363,0.37,-91.87955815045669,SL,False,9156.73617339194
2023-11-20 17:15:00,2023-11-20 17:30:00,BUY,37027.57,37032.57,0.35,25.079265714285714,SL,True,9181.815439106227
2023-11-20 17:45:00,2023-11-20 18:15:00,BUY,37590.59,37334.583522016226,0.35,-94.8697672943196,SL,False,9086.945671811907
2023-11-20 19:00:00,2023-11-20 20:00:00,BUY,37502.15,37507.15,0.29,18.94748965517242,SL,True,9105.893161467078
2023-11-23 09:00:00,2023-11-23 10:15:00,BUY,37471.01,37476.01,0.36,24.66,SL,True,9130.553161467078
2023-11-23 10:30:00,2023-11-23 11:15:00,BUY,37469.72,37227.0866851251,0.37,-94.27352650371432,SL,False,9036.279634963365
2023-11-23 11:30:00,2023-11-23 12:30:00,BUY,37296.75,37301.75,0.37,24.31108918918919,SL,True,9060.590724152553
2023-11-24 17:00:00,2023-11-24 21:30:00,BUY,37833.29,37838.29,0.34,22.9585,SL,True,9083.549224152554
2023-11-26 08:00:00,2023-11-26 10:45:00,BUY,37778.79,37671.06869579687,0.84,-99.86029553062832,SL,False,8983.688928621925
2023-11-29 08:00:00,2023-11-29 09:45:00,BUY,38156.11,38161.11,0.38,25.528399999999998,SL,True,9009.217328621926
2023-11-29 10:00:00,2023-11-29 10:30:00,BUY,38211.96,37978.76823049443,0.38,-93.72387241211554,SL,False,8915.49345620981
2023-11-29 10:45:00,2023-11-29 14:30:00,BUY,37974.15,37979.15,0.38,25.18925,SL,True,8940.682706209811
2023-12-01 09:00:00,2023-12-01 09:15:00,BUY,38415.14,38420.14,0.48,32.9088,SL,True,8973.591506209812
2023-12-01 09:30:00,2023-12-01 10:15:00,BUY,38589.4,38594.4,0.48,32.804399999999994,SL,True,9006.395906209811
2023-12-01 11:00:00,2023-12-01 12:30:00,BUY,38559.5,38354.97149161217,0.44,-95.3121436906467,SL,False,8911.083762519165
2023-12-01 12:45:00,2023-12-01 16:15:00,BUY,38334.83,38638.32720811163,0.44,95.34738578455826,TP,True,9006.431148303724
2023-12-01 18:00:00,2023-12-02 18:30:00,BUY,38761.14,38766.14,0.39,25.178828205128205,SL,True,9031.609976508853
2023-12-02 20:00:00,2023-12-02 21:00:00,BUY,39374.25,39637.5279473979,0.51,100.09161534306253,TP,True,9131.701591851916
2023-12-03 13:00:00,2023-12-03 15:15:00,BUY,39518.02,39523.02,0.6,39.84,SL,True,9171.541591851916
2023-12-03 15:30:00,2023-12-03 17:15:00,BUY,39671.61,39506.59444262333,0.55,-99.08005655716732,SL,False,9072.461535294748
2023-12-03 17:30:00,2023-12-03 22:00:00,BUY,39485.25,39749.97994283156,0.51,99.0957831754213,TP,True,9171.557318470168
2023-12-04 08:00:00,2023-12-04 10:30:00,BUY,41379.78,41797.16244717132,0.32,86.46599154741172,TP,True,9258.023310017581
2023-12-04 12:00:00,2023-12-04 12:15:00,BUY,41447.87,41452.87,0.29,17.052313793103455,SL,True,9275.075623810684
2023-12-04 12:30:00,2023-12-04 12:45:00,BUY,41594.17,41599.17,0.29,17.369989655172418,SL,True,9292.445613465856
2023-12-05 13:00:00,2023-12-05 14:15:00,BUY,41929.5,41934.5,0.33,19.423139393939394,SL,True,9311.868752859797
2023-12-05 14:30:00,2023-12-05 15:00:00,BUY,42095.2,42100.2,0.33,19.70042424242424,SL,True,9331.569177102221
2023-12-05 15:15:00,2023-12-05 15:30:00,BUY,42161.66,42166.66,0.34,21.298450000000003,SL,True,9352.867627102221
2023-12-05 15:45:00,2023-12-05 16:15:00,BUY,42227.16,42232.16,0.34,21.09955,SL,True,9373.967177102222
2023-12-05 16:30:00,2023-12-05 17:00:00,BUY,42663.09,42668.09,0.32,22.500799999999998,SL,True,9396.467977102222
2023-12-05 17:15:00,2023-12-05 17:30:00,BUY,43701.26,43405.09084162967,0.31,-95.20693909480188,SL,False,9301.26103800742
2023-12-05 17:45:00,2023-12-05 18:00:00,BUY,43320.22,43325.22,0.31,19.97642258064516,SL,True,9321.237460588065
2023-12-05 18:15:00,2023-12-05 18:30:00,BUY,43590.91,43595.91,0.25,14.141971999999999,SL,True,9335.379432588064
2023-12-05 18:45:00,2023-12-05 19:00:00,BUY,43680.29,43685.29,0.25,14.275167999999999,SL,True,9349.654600588065
2023-12-05 19:15:00,2023-12-05 20:15:00,BUY,43922.96,43510.404756303134,0.22,-95.82215361331022,SL,False,9253.832446974755
2023-12-06 09:00:00,2023-12-06 10:15:00,BUY,43657.9,44240.18559408166,0.23,81.60681911588603,TP,True,9335.439266090641
2023-12-06 11:00:00,2023-12-06 11:30:00,BUY,43755.16,43374.38629115715,0.24,-98.09609012228515,SL,False,9237.343175968357
2023-12-06 11:45:00,2023-12-06 12:00:00,BUY,43811.46,43816.46,0.24,14.0946,SL,True,9251.437775968358
2023-12-06 12:15:00,2023-12-06 12:30:00,BUY,43884.37,43889.37,0.23,12.72436956521739,SL,True,9264.162145533575
2023-12-06 12:45:00,2023-12-06 14:30:00,BUY,44021.35,44026.35,0.23,12.789960869565217,SL,True,9276.952106403141
2023-12-06 14:45:00,2023-12-06 21:30:00,BUY,44034.66,43620.30245323333,0.22,-96.63006028866833,SL,False,9180.322046114474
2023-12-07 17:00:00,2023-12-07 17:30:00,BUY,43586.6,43250.68983575647,0.27,-97.24324434575233,SL,False,9083.078801768721
2023-12-07 17:45:00,2023-12-07 19:30:00,BUY,43365.17,43029.25983575647,0.27,-97.18654434575234,SL,False,8985.89225742297
2023-12-08 12:00:00,2023-12-08 12:15:00,BUY,43491.02,43496.02,0.34,20.6584,SL,True,9006.55065742297
2023-12-08 12:30:00,2023-12-08 13:30:00,BUY,43723.42,43466.02105089071,0.34,-95.1724426971576,SL,False,8911.378214725812
2023-12-08 13:45:00,2023-12-08 14:45:00,BUY,43531.69,43925.62496483079,0.33,84.52454705153745,TP,True,8995.90276177735
2023-12-08 15:00:00,2023-12-08 20:30:00,BUY,43833.52,44235.09662783879,0.33,86.39305400532268,TP,True,9082.295815782672
2023-12-14 13:00:00,2023-12-14 13:15:00,BUY,42808.95,42501.432440130484,0.29,-96.21839236215882,SL,False,8986.077423420513
2023-12-14 13:30:00,2023-12-14 14:15:00,BUY,42478.86,42483.86,0.29,19.75255862068966,SL,True,9005.829982041201
2023-12-14 14:30:00,2023-12-14 14:45:00,BUY,42484.75,42489.75,0.28,17.151400000000002,SL,True,9022.981382041202
2023-12-14 19:00:00,2023-12-15 02:00:00,BUY,42787.25,42792.25,0.2,12.4175,SL,True,9035.398882041201
2023-12-15 10:00:00,2023-12-15 13:00:00,BUY,42810.53,42505.20618816101,0.29,-94.29460543330576,SL,False,8941.104276607895
2023-12-20 13:00:00,2023-12-20 13:15:00,BUY,43142.89,43147.89,0.32,22.6304,SL,True,8963.734676607895
2023-12-20 13:30:00,2023-12-20 13:45:00,BUY,43411.1,43416.1,0.32,20.384,SL,True,8984.118676607895
2023-12-20 14:00:00,2023-12-20 14:15:00,BUY,43630.97,43635.97,0.31,18.9019,SL,True,9003.020576607896
2023-12-20 14:30:00,2023-12-20 15:00:00,BUY,43949.27,43954.27,0.31,18.87166451612903,SL,True,9021.892241124026
2023-12-20 15:15:00,2023-12-20 16:45:00,BUY,44124.81,43800.20779710406,0.27,-92.85629478190224,SL,False,8929.035946342123
2023-12-20 17:00:00,2023-12-20 17:15:00,BUY,43623.72,43628.72,0.24,15.205200000000001,SL,True,8944.241146342121
2023-12-20 17:30:00,2023-12-20 19:30:00,BUY,43900.23,43905.23,0.24,15.372599999999998,SL,True,8959.61374634212
2023-12-21 08:00:00,2023-12-21 10:45:00,BUY,43793.08,43798.08,0.26,15.93605,SL,True,8975.54979634212
2023-12-21 12:00:00,2023-12-21 12:15:00,BUY,44059.88,44064.88,0.27,16.705277777777777,SL,True,8992.255074119897
2023-12-21 12:30:00,2023-12-21 14:00:00,BUY,44195.92,43868.31052494809,0.27,-92.77725826401608,SL,False,8899.477815855882
2023-12-21 14:15:00,2023-12-21 14:45:00,BUY,43803.34,43484.26677916442,0.27,-90.2591696256057,SL,False,8809.218646230276
2023-12-21 15:00:00,2023-12-21 15:15:00,BUY,43620.91,43625.91,0.26,16.581500000000002,SL,True,8825.800146230276
2023-12-21 15:30:00,2023-12-21 17:00:00,BUY,43806.56,43480.18486636696,0.27,-92.74908608092048,SL,False,8733.051060149355
2023-12-23 14:00:00,2023-12-24 05:00:00,BUY,43731.94,43736.94,0.43,26.91652558139535,SL,True,8759.96758573075
2023-12-24 16:00:00,2023-12-24 20:45:00,BUY,43632.76,43455.304781607796,0.49,-93.35245701218093,SL,False,8666.61512871857
2024-01-02 09:00:00,2024-01-02 09:15:00,BUY,45731.11,45736.11,0.24,15.134999999999998,SL,True,8681.75012871857
2024-01-02 09:30:00,2024-01-02 11:30:00,BUY,45688.48,45328.50757500169,0.24,-90.83818199959485,SL,False,8590.911946718974
2024-01-02 15:00:00,2024-01-02 15:30:00,BUY,45136.44,45141.44,0.23,13.092026086956523,SL,True,8604.00397280593
2024-01-02 15:45:00,2024-01-02 16:45:00,BUY,45204.91,45209.91,0.23,13.571878260869566,SL,True,8617.575851066798
2024-01-03 08:00:00,2024-01-03 10:30:00,BUY,45065.05,45070.05,0.25,13.787408,SL,True,8631.363259066798
2024-01-03 11:00:00,2024-01-03 11:15:00,BUY,44728.63,44386.84123870549,0.25,-91.59969032362628,SL,False,8539.763568743172
2024-01-03 11:30:00,2024-01-03 11:45:00,BUY,44477.27,44135.48123870549,0.24,-85.26450271068123,SL,False,8454.499066032491
2024-01-06 20:00:00,2024-01-06 21:00:00,BUY,43748.56,43753.56,0.33,19.913339393939395,SL,True,8474.41240542643
2024-02-14 08:00:00,2024-02-14 08:45:00,BUY,49772.66,50296.36071722568,0.24,75.88868606708137,TP,True,8550.301091493511
2024-02-14 09:00:00,2024-02-14 09:15:00,BUY,50961.19,50966.19,0.24,13.5528,SL,True,8563.85389149351
2024-02-14 09:30:00,2024-02-14 09:45:00,BUY,51408.84,51413.84,0.24,13.703999999999999,SL,True,8577.55789149351
2024-02-14 10:00:00,2024-02-14 11:00:00,BUY,51472.59,51039.78855030224,0.19,-87.3470754425736,SL,False,8490.210816050936
2024-02-14 11:15:00,2024-02-14 11:45:00,BUY,51348.07,51353.07,0.18,10.276649999999998,SL,True,8500.487466050936
2024-02-14 12:00:00,2024-02-14 12:15:00,BUY,51411.2,51416.2,0.18,10.256400000000001,SL,True,8510.743866050936
2024-02-14 12:30:00,2024-02-14 13:30:00,BUY,51611.73,51616.73,0.18,10.39275,SL,True,8521.136616050935
2024-02-14 16:00:00,2024-02-14 16:30:00,BUY,51473.56,51478.56,0.18,10.23885,SL,True,8531.375466050935
2024-02-14 16:45:00,2024-02-14 21:00:00,BUY,51569.93,51574.93,0.18,10.184849999999999,SL,True,8541.560316050934
2024-02-15 11:00:00,2024-02-15 11:30:00,BUY,52212.76,52217.76,0.21,11.37624761904762,SL,True,8552.936563669982
2024-02-15 11:45:00,2024-02-15 12:00:00,BUY,52290.04,52295.04,0.21,11.300590476190477,SL,True,8564.237154146173
2024-02-15 13:00:00,2024-02-15 14:15:00,BUY,52220.26,52225.26,0.22,12.6511,SL,True,8576.888254146172
2024-02-15 14:30:00,2024-02-15 14:45:00,BUY,52562.74,52567.74,0.22,12.2485,SL,True,8589.136754146171
2024-02-16 12:15:00,2024-02-16 12:30:00,BUY,52198.83,52203.83,0.22,12.444849999999999,SL,True,8601.581604146171
2024-02-16 12:45:00,2024-02-16 14:00:00,BUY,52370.99,52375.99,0.22,12.69895,SL,True,8614.280554146171
2024-02-18 16:00:00,2024-02-18 17:45:00,BUY,51768.31,51773.31,0.3,16.7385,SL,True,8631.01905414617
2024-02-18 18:00:00,2024-02-18 22:00:00,BUY,51775.12,51780.12,0.31,16.983109677419353,SL,True,8648.00216382359
2024-02-19 08:00:00,2024-02-19 10:30:00,BUY,52284.88,52289.88,0.3,17.393250000000002,SL,True,8665.39541382359
2024-02-19 12:00:00,2024-02-19 12:45:00,BUY,52269.33,52274.33,0.3,17.38425,SL,True,8682.779663823589
2024-02-19 13:00:00,2024-02-19 14:00:00,BUY,52317.61,52039.35310467755,0.31,-94.46223754995864,SL,False,8588.31742627363
2024-02-20 12:00:00,2024-02-20 13:30:00,BUY,52326.91,52331.91,0.27,14.616548148148148,SL,True,8602.933974421778
2024-02-20 13:45:00,2024-02-20 14:00:00,BUY,52783.02,52477.81153327706,0.28,-93.20877068242196,SL,False,8509.725203739355
2024-02-20 14:15:00,2024-02-20 14:30:00,BUY,52226.03,51921.51713804299,0.27,-89.6974727283926,SL,False,8420.027731010963
2024-02-28 11:00:00,2024-02-28 11:15:00,BUY,59209.06,59214.06,0.15,7.534646666666669,SL,True,8427.562377677628
2024-02-28 11:30:00,2024-02-28 11:45:00,BUY,59120.73,58577.61721424091,0.15,-85.91591786386363,SL,False,8341.646459813765
2024-03-03 19:00:00,2024-03-03 22:00:00,BUY,62809.04,62814.04,0.21,10.865561904761904,SL,True,8352.512021718527
2024-03-04 09:30:00,2024-03-04 09:45:00,BUY,65207.6,65212.6,0.15,7.547040000000001,SL,True,8360.059061718528
2024-03-04 10:15:00,2024-03-04 12:00:00,BUY,65081.05,65086.05,0.14,7.768250000000001,SL,True,8367.827311718529
2024-03-04 16:30:00,2024-03-04 16:45:00,BUY,66438.21,66443.21,0.12,6.7755,SL,True,8374.602811718529
2024-03-04 18:15:00,2024-03-04 18:30:00,BUY,66175.41,66180.41,0.12,6.7737,SL,True,8381.376511718528
2024-03-05 15:00:00,2024-03-05 15:15:00,BUY,68308.2,67435.56852321766,0.09,-80.87683291041016,SL,False,8300.499678808119
2024-03-05 15:30:00,2024-03-05 15:45:00,BUY,66799.17,66804.17,0.09,4.452533333333334,SL,True,8304.952212141454
2024-03-05 16:00:00,2024-03-05 16:15:00,BUY,65264.98,65269.98,0.08,4.5236,SL,True,8309.475812141452
2024-05-20 17:00:00,2024-05-20 17:15:00,BUY,68383.28,68388.28,0.19,9.798073684210527,SL,True,8319.273885825663
2024-05-20 17:30:00,2024-05-20 17:45:00,BUY,68265.13,68270.13,0.19,9.78381052631579,SL,True,8329.05769635198
2024-05-20 18:45:00,2024-05-20 19:15:00,BUY,68794.65,68799.65,0.17,9.205211764705883,SL,True,8338.262908116687
2024-05-20 19:30:00,2024-05-20 19:45:00,BUY,69742.8,69747.8,0.16,9.363999999999999,SL,True,8347.626908116687
2024-05-20 20:00:00,2024-05-20 20:30:00,BUY,69718.65,69723.65,0.16,9.280000000000001,SL,True,8356.906908116685
2024-05-20 20:45:00,2024-05-20 21:00:00,BUY,69536.48,69041.61310144809,0.16,-83.41070376830454,SL,False,8273.496204348381
2024-07-27 09:00:00,2024-07-27 10:30:00,BUY,68105.95,68110.95,0.22,12.6313,SL,True,8286.12750434838
2024-07-27 13:00:00,2024-07-27 13:30:00,BUY,68863.08,68868.08,0.23,13.628839130434782,SL,True,8299.756343478815
2024-07-27 13:45:00,2024-07-27 14:00:00,BUY,69229.26,69234.26,0.23,13.409626086956521,SL,True,8313.165969565773
2024-07-27 14:15:00,2024-07-27 14:30:00,BUY,68942.2,68947.2,0.22,13.63285,SL,True,8326.798819565773
2024-07-27 14:45:00,2024-07-27 15:45:00,BUY,68992.31,68623.76596862506,0.22,-85.4796869024873,SL,False,8241.319132663286
2024-07-27 16:00:00,2024-07-27 16:15:00,BUY,68693.75,68698.75,0.2,12.0665,SL,True,8253.385632663285
2024-07-27 16:30:00,2024-07-27 17:15:00,BUY,68854.43,68459.9233096818,0.2,-83.45133806363738,SL,False,8169.934294599648
2024-07-28 20:00:00,2024-07-28 22:15:00,BUY,68031.52,68036.52,0.19,10.568284210526315,SL,True,8180.502578810174
2024-07-29 10:00:00,2024-07-29 12:00:00,BUY,69445.13,69450.13,0.19,11.027557894736843,SL,True,8191.5301367049115
2024-07-29 12:15:00,2024-07-29 12:30:00,BUY,69728.98,69733.98,0.19,11.144515789473683,SL,True,8202.674652494385
2024-07-29 12:45:00,2024-07-29 13:00:00,BUY,69828.46,69833.46,0.19,11.14308947368421,SL,True,8213.817741968069
2024-07-29 13:15:00,2024-07-29 13:45:00,BUY,69662.12,69237.71642764015,0.19,-84.43667874837149,SL,False,8129.381063219697
2024-07-29 14:00:00,2024-07-29 14:15:00,BUY,68686.24,68691.24,0.18,11.011050000000001,SL,True,8140.392113219697
2024-07-29 14:30:00,2024-07-29 14:45:00,BUY,68882.59,68443.23811138014,0.18,-83.55993995157445,SL,False,8056.832173268123
2024-09-29 14:00:00,2024-09-29 15:00:00,BUY,65755.75,65550.89334880045,0.39,-89.49979396782255,SL,False,7967.332379300301
2024-09-29 15:15:00,2024-09-29 19:45:00,BUY,65657.86,65960.10533559936,0.39,80.79823122243688,TP,True,8048.130610522738
2024-10-25 16:00:00,2024-10-25 17:15:00,BUY,67758.21,67345.25068943921,0.19,-83.47256900655063,SL,False,7964.658041516187
2024-10-31 09:00:00,2024-10-31 10:30:00,BUY,72235.45,72240.45,0.19,10.010594736842105,SL,True,7974.66863625303
2024-10-31 11:00:00,2024-10-31 12:15:00,BUY,72328.28,71958.11813176154,0.21,-82.45059233007613,SL,False,7892.218043922954
2024-10-31 12:30:00,2024-10-31 13:30:00,BUY,72101.77,71722.08040806428,0.2,-81.62191838714388,SL,False,7810.596125535811
2024-11-07 10:00:00,2024-11-07 15:00:00,BUY,74987.99,74992.99,0.12,6.994200000000001,SL,True,7817.590325535811
2024-11-07 16:00:00,2024-11-07 16:45:00,BUY,75835.02,75840.02,0.14,8.355200000000002,SL,True,7825.945525535811
2024-11-07 17:00:00,2024-11-07 17:15:00,BUY,76176.33,76181.33,0.13,7.110892307692307,SL,True,7833.056417843503
2024-11-07 17:30:00,2024-11-07 17:45:00,BUY,76320.18,76325.18,0.13,7.161692307692308,SL,True,7840.218110151196
2024-11-07 18:00:00,2024-11-07 18:15:00,BUY,76095.49,76100.49,0.13,7.183184615384615,SL,True,7847.401294766581
2024-11-07 18:30:00,2024-11-07 18:45:00,BUY,76539.31,76544.31,0.13,7.2076076923076915,SL,True,7854.608902458888
2024-11-07 19:00:00,2024-11-07 20:00:00,BUY,76509.3,76514.3,0.13,7.216399999999999,SL,True,7861.8253024588885
2024-11-07 20:15:00,2024-11-07 20:30:00,BUY,76494.31,76499.31,0.12,7.3794,SL,True,7869.204702458888
2024-11-07 20:45:00,2024-11-07 21:45:00,BUY,76519.86,75908.38337428328,0.12,-75.94279508600654,SL,False,7793.261907372882
2024-11-08 15:00:00,2024-11-08 15:15:00,BUY,75916.71,75921.71,0.17,9.690270588235293,SL,True,7802.952177961118
2024-11-08 15:30:00,2024-11-08 16:00:00,BUY,76342.45,76347.45,0.17,9.888123529411764,SL,True,7812.840301490529
2024-11-08 17:00:00,2024-11-08 17:15:00,BUY,75894.79,75899.79,0.15,8.405560000000001,SL,True,7821.245861490529
2024-11-08 17:30:00,2024-11-08 17:45:00,BUY,76294.56,76299.56,0.15,8.483300000000003,SL,True,7829.729161490529
2024-11-08 20:00:00,2024-11-09 01:30:00,BUY,76797.36,76266.83090845427,0.14,-76.8136728164022,SL,False,7752.915488674127
2024-11-09 08:00:00,2024-11-09 08:45:00,BUY,76535.29,76540.29,0.19,11.137384210526315,SL,True,7764.052872884654
2024-11-09 10:00:00,2024-11-09 16:15:00,BUY,76574.48,76201.53790303868,0.2,-78.28641939226259,SL,False,7685.7664534923915
2024-11-09 20:00:00,2024-11-09 21:15:00,BUY,76244.34,76249.34,0.22,12.55045,SL,True,7698.316903492391
2024-11-10 13:00:00,2024-11-10 13:15:00,BUY,79587.04,79592.04,0.13,7.6101,SL,True,7705.927003492391
2024-11-10 13:30:00,2024-11-10 14:15:00,BUY,79811.14,79816.14,0.14,8.84345,SL,True,7714.770453492391
2024-11-10 16:00:00,2024-11-10 17:45:00,BUY,79673.22,80502.5308774501,0.13,64.94160757535327,TP,True,7779.712061067745
2024-11-10 19:00:00,2024-11-10 19:30:00,BUY,80704.47,80128.94937007826,0.13,-77.20188188982607,SL,False,7702.510179177919
2024-11-10 19:45:00,2024-11-10 20:00:00,BUY,79733.42,79738.42,0.13,7.6101,SL,True,7710.120279177919
